,Name,Lat,Long,Distance,Category,Company,City
919,Starbucks,33.664021,-117.857045,1382.0,Coffee Shop,Kareo,Irvine
920,Starbucks,33.68986,-117.877494,2297.0,Coffee Shop,Kareo,Irvine
921,Starbucks,33.656845,-117.865555,2265.0,Coffee Shop,Kareo,Irvine
922,Starbucks,33.67865,-117.862349,417.0,Coffee Shop,Kareo,Irvine
923,Starbucks,33.677155,-117.83308,2370.0,Coffee Shop,Kareo,Irvine
924,Starbucks,33.660228,-117.873728,2275.0,Coffee Shop,Kareo,Irvine
925,Starbucks,40.705218,-74.011119,131.0,Coffee Shop,SecondMarket,New York
926,Starbucks,40.704471,-74.012791,122.0,Coffee Shop,SecondMarket,New York
927,Starbucks,40.703248,-74.014139,274.0,Coffee Shop,SecondMarket,New York
928,Starbucks,40.705326,-74.011123,173.0,Coffee Shop,SecondMarket,New York
929,Starbucks,40.714207,-74.01571,994.0,Coffee Shop,SecondMarket,New York
930,Starbucks,40.704784,-74.007262,490.0,Coffee Shop,SecondMarket,New York
931,Starbucks,40.708778,-74.011086,392.0,Coffee Shop,SecondMarket,New York
932,Starbucks,40.708397,-74.007274,563.0,Coffee Shop,SecondMarket,New York
933,Starbucks,40.711054,-74.004761,926.0,Coffee Shop,SecondMarket,New York
934,Starbucks,40.704571,-74.00913,322.0,Coffee Shop,SecondMarket,New York
935,Starbucks,40.711598,-74.006572,855.0,Coffee Shop,SecondMarket,New York
936,Starbucks,40.702173,-74.012046,325.0,Coffee Shop,SecondMarket,New York
937,Starbucks,40.713794,-74.009103,986.0,Coffee Shop,SecondMarket,New York
938,Starbucks,40.710936,-74.001178,1187.0,Coffee Shop,SecondMarket,New York
939,Starbucks,40.710262,-74.00809,670.0,Coffee Shop,SecondMarket,New York
940,Starbucks,40.718154,-74.007443,1495.0,Coffee Shop,SecondMarket,New York
941,Starbucks,40.714957,-74.006007,1196.0,Coffee Shop,SecondMarket,New York
942,Starbucks,40.715842,-74.003205,1402.0,Coffee Shop,SecondMarket,New York
943,Starbucks,40.720643,-74.011121,1704.0,Coffee Shop,SecondMarket,New York
944,Starbucks,40.715528,-74.008823,1166.0,Coffee Shop,SecondMarket,New York
945,Starbucks,40.719839,-74.004978,1733.0,Coffee Shop,SecondMarket,New York
946,Starbucks,40.694525,-73.993898,1995.0,Coffee Shop,SecondMarket,New York
947,Starbucks,40.715827,-74.033365,2083.0,Coffee Shop,SecondMarket,New York
948,Starbucks,40.702692,-73.99099,1871.0,Coffee Shop,SecondMarket,New York
949,Starbucks,40.710323,-74.011802,560.0,Coffee Shop,SecondMarket,New York
950,Starbucks,40.718826,-74.002581,1723.0,Coffee Shop,SecondMarket,New York
951,Starbucks,40.706311,-74.006624,534.0,Coffee Shop,SecondMarket,New York
952,Starbucks,40.722492,-73.997896,2276.0,Coffee Shop,SecondMarket,New York
953,Starbucks,40.71973,-73.999081,1965.0,Coffee Shop,SecondMarket,New York
954,Starbucks,40.692434,-73.99146,2338.0,Coffee Shop,SecondMarket,New York
955,Starbucks,40.719332,-73.989898,2464.0,Coffee Shop,SecondMarket,New York
956,Starbucks,40.725757,-74.005561,2332.0,Coffee Shop,SecondMarket,New York
957,Starbucks,40.711032,-74.015453,659.0,Coffee Shop,SecondMarket,New York
958,Starbucks,40.711117,-74.01035,664.0,Coffee Shop,SecondMarket,New York
959,Starbucks,39.743562,-104.986966,468.0,Coffee Shop,Stratavia,Denver
960,Starbucks,39.74746,-104.999398,721.0,Coffee Shop,Stratavia,Denver
961,Starbucks,39.753342,-105.00327,1269.0,Coffee Shop,Stratavia,Denver
962,Starbucks,39.737487,-104.997966,1153.0,Coffee Shop,Stratavia,Denver
963,Starbucks,39.747085,-104.990406,137.0,Coffee Shop,Stratavia,Denver
964,Starbucks,39.754761,-104.995994,1034.0,Coffee Shop,Stratavia,Denver
965,Starbucks,39.742986,-104.989019,409.0,Coffee Shop,Stratavia,Denver
966,Starbucks,39.742781,-104.987051,522.0,Coffee Shop,Stratavia,Denver
967,Starbucks,39.755328,-105.00956,1815.0,Coffee Shop,Stratavia,Denver
968,Starbucks,39.765477,-104.994512,2149.0,Coffee Shop,Stratavia,Denver
969,Starbucks,39.731098,-104.973562,2258.0,Coffee Shop,Stratavia,Denver
970,Starbucks,39.745942,-104.997421,538.0,Coffee Shop,Stratavia,Denver
971,Starbucks,39.747758,-104.977242,1295.0,Coffee Shop,Stratavia,Denver
972,Starbucks,39.757227,-104.998863,1386.0,Coffee Shop,Stratavia,Denver
973,Starbucks,39.749333,-104.994829,462.0,Coffee Shop,Stratavia,Denver
974,Starbucks,39.738724,-104.996912,972.0,Coffee Shop,Stratavia,Denver
975,Starbucks,39.745156,-105.005775,1255.0,Coffee Shop,Stratavia,Denver
976,Jat' café,50.840474,4.359951,940.0,Bar,Getyoo,Brussels
977,Kaffabar,50.842972,4.345222,343.0,Bar,Getyoo,Brussels
978,Le Café du Sablon,50.840116,4.356711,712.0,Café,Getyoo,Brussels
979,Corica,50.848537,4.350972,1001.0,Café,Getyoo,Brussels
980,My Little Cup,50.8479,4.364793,1581.0,Coffee Shop,Getyoo,Brussels
981,Café Capitale,50.846535,4.349816,758.0,Bar,Getyoo,Brussels
982,Moka - Coffee & Beer,50.846665,4.3475,755.0,Bar,Getyoo,Brussels
983,Hinterland,50.826709,4.354681,1575.0,Coffee Shop,Getyoo,Brussels
984,Yuka Espresso Bar,50.845927,4.347697,662.0,Coffee Shop,Getyoo,Brussels
985,Caffe Latte,50.839811,4.367491,1472.0,Coffee Shop,Getyoo,Brussels
986,Karsmakers,50.838244,4.372629,1862.0,Bagel Shop,Getyoo,Brussels
987,Cherry Delicatessen,50.841751,4.37899,2279.0,Café,Getyoo,Brussels
988,Fika,50.835413,4.364915,1381.0,Coffee Shop,Getyoo,Brussels
989,Belga & Co,50.835873,4.363848,1312.0,Coffee Shop,Getyoo,Brussels
990,Bouche,50.841555,4.359651,941.0,Coffee Shop,Getyoo,Brussels
991,Café Boudin,50.844514,4.359255,1029.0,Coffee Shop,Getyoo,Brussels
992,Belga & Co,50.827116,4.362929,1849.0,Coffee Shop,Getyoo,Brussels
993,Café Tiera,50.848064,4.345868,900.0,Coffee Shop,Getyoo,Brussels
994,Maison Dandoy - Tea Room (Maison Dandoy - Tearoom & Waffle),50.846207,4.352172,784.0,Bakery,Getyoo,Brussels
995,Elbow,50.83618,4.365487,1399.0,Café,Getyoo,Brussels
996,Pardon Brussels,50.831374,4.345852,960.0,Coffee Shop,Getyoo,Brussels
997,Le Palais des Thés,50.832556,4.356672,1090.0,Tea Room,Getyoo,Brussels
998,La Fabrique en Ville,50.837597,4.356584,831.0,Café,Getyoo,Brussels
999,Maison Renardy,50.83623,4.367431,1540.0,Bakery,Getyoo,Brussels
1000,BOOM - Le Café du Commerce Équitable,50.848088,4.346385,896.0,Coffee Shop,Getyoo,Brussels
1001,Comptoir Florian,50.836209,4.364414,1316.0,Coffee Shop,Getyoo,Brussels
1002,Frank,50.849856,4.354552,1233.0,Coffee Shop,Getyoo,Brussels
1003,Kosmos Place,50.836628,4.381694,2499.0,Coffee Shop,Getyoo,Brussels
1004,Aux Merveilleux de Fred,50.848977,4.348424,1010.0,Tea Room,Getyoo,Brussels
1005,Frederic Blondeel,50.842043,4.354471,585.0,Tea Room,Getyoo,Brussels
1006,Urban Therapy,50.8521,4.346038,1345.0,Tea Room,Getyoo,Brussels
1007,Starbucks,50.855605,4.358696,1937.0,Coffee Shop,Getyoo,Brussels
1008,Caffè Italiano,50.84031,4.372799,1839.0,Bar,Getyoo,Brussels
1009,Santos Palace,50.849386,4.349047,1055.0,Coffee Shop,Getyoo,Brussels
1010,Living Room,50.84477,4.353192,2328.0,Café,Getyoo,Brussels
1011,Stella,50.830351,4.355949,1258.0,Coffee Shop,Getyoo,Brussels
1012,Jat Cafe,50.82733,4.355425,1538.0,Coffee Shop,Getyoo,Brussels
1013,Frederic Blondeel,50.851474,4.347945,1294.0,Bakery,Getyoo,Brussels
1014,Kami,50.822885,4.353166,1955.0,Coffee Shop,Getyoo,Brussels
1015,The Office,50.841695,4.373203,1898.0,Coffee Shop,Getyoo,Brussels
1016,Eden,50.823631,4.359245,2014.0,Bar,Getyoo,Brussels
1017,Tea for Two,50.823137,4.353256,1927.0,Tea Room,Getyoo,Brussels
1018,MOK Specialty Coffee Roastery & Bar,50.852805,4.341878,1472.0,Coffee Roaster,Getyoo,Brussels
1019,Pierre Marcolini,50.841254,4.353948,538.0,Candy Store,Getyoo,Brussels
1020,Grand Place (Grote Markt),50.846647,4.352035,865.0,Plaza,Getyoo,Brussels
1021,Boulangerie Charli,50.850133,4.347484,1137.0,Bakery,Getyoo,Brussels
1022,Ancienne Belgique - AB,50.847154,4.349425,824.0,Concert Hall,Getyoo,Brussels
1023,Berlin Fabrik,50.840876,4.351296,363.0,Bar,Getyoo,Brussels
1024,Au Vieux Saint Martin,50.840868,4.354464,590.0,Belgian Restaurant,Getyoo,Brussels
1025,Place du Grand Sablon (Grote Zavel),50.84101,4.354387,595.0,Plaza,Getyoo,Brussels
1026,Sightglass Coffee,37.776972,-122.408512,629.0,Café,Samasource,San Francisco
1027,Blue Bottle Coffee,37.782458,-122.407688,656.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1028,Philz Coffee,37.77528,-122.39343,828.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1029,Mazarine Coffee,37.787538,-122.404045,957.0,Café,Samasource,San Francisco
1030,Four Barrel Coffee,37.766846,-122.421747,2211.0,Coffee Shop,Samasource,San Francisco
1031,Blue Bottle Coffee,37.776304,-122.423238,1902.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1032,Blue Bottle Coffee,37.796057,-122.393864,2013.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1033,Blue Bottle Coffee,37.791393,-122.401046,1371.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1034,Ritual Coffee Roasters,37.776396,-122.424175,1993.0,Coffee Shop,Samasource,San Francisco
1035,Sightglass Coffee,37.759347,-122.411271,2349.0,Coffee Shop,Samasource,San Francisco
1036,Réveille Coffee Co. Truck,37.797348,-122.405627,2050.0,Coffee Shop,Samasource,San Francisco
1037,Réveille Coffee Co,37.773448,-122.391745,1102.0,Café,Samasource,San Francisco
1038,Farley's Coffeehouse,37.762474,-122.395974,1892.0,Café,Samasource,San Francisco
1039,Philz Coffee,37.781359,-122.416942,1349.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1040,Philz Coffee,37.79179,-122.398847,1425.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1041,Blue Bottle Coffee,37.782376,-122.393346,852.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1042,Stable Cafe,37.763254,-122.4153,2112.0,Café,Samasource,San Francisco
1043,Linea Caffe,37.76167,-122.419793,2505.0,Coffee Shop,Samasource,San Francisco
1044,Philz Coffee,37.788756,-122.393219,1324.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1045,Asha Tea House,37.788118,-122.403721,1032.0,Bubble Tea Shop,Samasource,San Francisco
1046,Jane on Larkin,37.786448,-122.418318,1670.0,Bakery,Samasource,San Francisco
1047,Golden Goat Coffee,37.780478,-122.394238,669.0,Coffee Shop,Samasource,San Francisco
1048,Philz Coffee,37.794474,-122.395779,1821.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1049,The Coffee Movement,37.794766,-122.41035,1897.0,Coffee Shop,Samasource,San Francisco
1050,Cafe Okawari,37.778212,-122.393961,709.0,Café,Samasource,San Francisco
1051,Andytown Coffee Roasters,37.789709,-122.395283,1320.0,Coffee Shop,Samasource,San Francisco
1052,Philz Coffee,37.764723,-122.401195,1586.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1053,Spro Coffee Lab,37.771117,-122.391465,1287.0,Coffee Shop,Samasource,San Francisco
1054,Taylor Street Coffee Shop,37.785763,-122.411468,1111.0,Burger Joint,Samasource,San Francisco
1055,Blue Bottle Coffee,37.787116,-122.40359,925.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1056,Blue Bottle Coffee,37.786982,-122.398922,941.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1057,Soma Eats,37.78677,-122.398695,932.0,Café,Samasource,San Francisco
1058,Home,37.791218,-122.405911,1415.0,Coffee Shop,Samasource,San Francisco
1059,Crostini & Java,37.788953,-122.417176,1751.0,Café,Samasource,San Francisco
1060,Blue Bottle Coffee,37.771122,-122.390963,1285.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1061,Blue Bottle Coffee,37.795732,-122.393845,1981.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1062,Tartine Manufactory,37.761814,-122.411918,2097.0,American Restaurant,Samasource,San Francisco
1063,Stonemill Matcha,37.764049,-122.421582,2416.0,Café,Samasource,San Francisco
1064,Blue Bottle Coffee,37.789625,-122.403666,1205.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1065,Mario's Bohemian Cigar Store Cafe,37.800148,-122.409592,2481.0,Italian Restaurant,Samasource,San Francisco
1066,Cafe Me,37.795892,-122.402028,1897.0,Café,Samasource,San Francisco
1067,Ecco Caffe,37.763775,-122.39519,1803.0,Café,Samasource,San Francisco
1068,Red Blossom Tea Company,37.794697,-122.406546,1785.0,Tea Room,Samasource,San Francisco
1069,Parker Cafe,37.762425,-122.396186,1886.0,Café,Samasource,San Francisco
1070,CoffeeShop,37.757428,-122.409868,2489.0,Coffee Shop,Samasource,San Francisco
1071,Blue Bottle Coffee,37.797506,-122.403987,2049.0,"Cafe, Coffee, and Tea House",Samasource,San Francisco
1072,Front Pop-Up,37.763044,-122.412492,1994.0,Coffee Shop,Samasource,San Francisco
1073,Cafe Réveille,37.79481,-122.421322,2462.0,Café,Samasource,San Francisco
1074,Ferry Building Marketplace,37.795536,-122.393425,1991.0,Seafood Restaurant,Samasource,San Francisco
1075,San Francisco Museum of Modern Art,37.78589,-122.40075,772.0,Art Museum,Samasource,San Francisco
1076,Starbucks,38.082027,-122.19364,1123.0,Coffee Shop,Echo,San francisco
1077,Starbucks,38.065828,-122.165215,2141.0,Coffee Shop,Echo,San francisco
1078,Benicia Coffee Co.,38.079564,-122.191268,808.0,Coffee Shop,Echo,San francisco
1079,Starbucks,38.084426,-122.210335,2337.0,Coffee Shop,Echo,San francisco
1080,Huckleberry's,38.065974,-122.164576,2179.0,Cajun and Creole Restaurant,Echo,San francisco
1081,McDonald's,38.081816,-122.193412,1098.0,Burger Joint,Echo,San francisco
1082,Subway,38.08376,-122.21008,2280.0,Deli,Echo,San francisco
1083,Safeway,38.084491,-122.210338,2336.0,Grocery Store,Echo,San francisco
1084,Quickly,38.066646,-122.166054,2118.0,Bubble Tea Shop,Echo,San francisco
1085,Monmouth Coffee Company,51.514337,-0.126798,1110.0,Coffee Shop,Seedcamp,London
1086,Workshop Coffee Co,51.515206,-0.150082,733.0,Café,Seedcamp,London
1087,Kaffeine,51.518416,-0.140346,847.0,Coffee Shop,Seedcamp,London
1088,Kaffeine,51.516887,-0.137154,735.0,Café,Seedcamp,London
1089,The Monocle Shop London,51.518784,-0.154595,1242.0,Café,Seedcamp,London
1090,Prufrock Coffee,51.519894,-0.109497,2458.0,Café,Seedcamp,London
1091,Kiss the Hippo,51.516404,-0.141752,617.0,Coffee Shop,Seedcamp,London
1092,Carpo,51.498895,-0.165756,2103.0,Coffee Shop,Seedcamp,London
1093,Parcafé,51.507149,-0.15232,868.0,Café,Seedcamp,London
1094,Hagen Espresso Bar (Mayfair),51.50983,-0.137688,306.0,Coffee Shop,Seedcamp,London
1095,L'ETO Caffè,51.498759,-0.157048,1712.0,Bakery,Seedcamp,London
1096,WatchHouse,51.513743,-0.145476,390.0,Coffee Shop,Seedcamp,London
1097,Catalyst Coffee Roasters + Cafe,51.519833,-0.112007,2285.0,Coffee Shop,Seedcamp,London
1098,Lalï,51.510606,-0.145458,252.0,Café,Seedcamp,London
1099,Arabica,51.511767,-0.123873,1237.0,Government Department,Seedcamp,London
1100,WatchHouse,51.512898,-0.127489,1028.0,Coffee Shop,Seedcamp,London
1101,Drury 188-189,51.516085,-0.124086,1358.0,Café,Seedcamp,London
1102,The Gentlemen Baristas,51.507765,-0.140224,367.0,Coffee Shop,Seedcamp,London
1103,Kafi,51.519523,-0.137475,1004.0,Coffee Shop,Seedcamp,London
1104,L'ETO Caffè,51.496644,-0.168771,2440.0,Café,Seedcamp,London
1105,The Coffee Bar,51.4991,-0.162519,1943.0,Coffee Shop,Seedcamp,London
1106,Afternoon Tea at Clardige's,51.512667,-0.147686,454.0,Tea Room,Seedcamp,London
1107,Attendant,51.513866,-0.150988,707.0,Coffee Shop,Seedcamp,London
1108,WatchHouse,51.518651,-0.150462,1055.0,Coffee Shop,Seedcamp,London
1109,Donutelier by Roladin,51.51173,-0.1282,948.0,Coffee Shop,Seedcamp,London
1110,EL&N London,51.498669,-0.157836,1740.0,Café,Seedcamp,London
1111,British Museum Members' Room,51.5185,-0.126831,1351.0,History Museum,Seedcamp,London
1112,WatchHouse,51.511387,-0.116869,1726.0,Coffee Shop,Seedcamp,London
1113,Carpo,51.499773,-0.162019,1865.0,Coffee Shop,Seedcamp,London
1114,Regency Cafe,51.494072,-0.132154,2000.0,Café,Seedcamp,London
1115,Hagen Belgravia,51.490812,-0.15226,2359.0,Coffee Shop,Seedcamp,London
1116,Carpo Piccadilly,51.509601,-0.135629,463.0,Bakery,Seedcamp,London
1117,Rapha Cycle Club,51.510794,-0.136736,359.0,Coffee Shop,Seedcamp,London
1118,Ergon Deli,51.51316,-0.141708,260.0,Deli,Seedcamp,London
1119,Ole & Steen,51.509248,-0.13273,657.0,Bakery,Seedcamp,London
1120,Carnaby Street,51.513231,-0.139009,331.0,Jewelry Store,Seedcamp,London
1121,Penhaligon's Fortnum and Mason,51.508289,-0.138258,358.0,Department Store,Seedcamp,London
1122,sketch - Gallery - Afternoon Tea,51.51289,-0.141689,203.0,Café,Seedcamp,London
1123,Ralph Lauren Flagship Store New Bond Street,51.509767,-0.141389,124.0,Clothing Store,Seedcamp,London
1124,Waterstone's,51.509044,-0.135967,440.0,Bookstore,Seedcamp,London
1125,Kingly Court,51.512491,-0.138635,291.0,Café,Seedcamp,London
1126,The Photographers' Gallery,51.514904,-0.139091,493.0,Art Gallery,Seedcamp,London
1127,Hotel Café Royal,51.510118,-0.136139,392.0,Hotel,Seedcamp,London
1128,Lululemon,51.512673,-0.140539,223.0,Clothing Store,Seedcamp,London
1129,Burberry,51.510595,-0.138688,217.0,Clothing Store,Seedcamp,London
1130,Picturehouse Central,51.510697,-0.134138,549.0,Movie Theater,Seedcamp,London
1131,Royal Academy of Arts,51.50925,-0.139688,258.0,Art Gallery,Seedcamp,London
1132,The Connaught Patisserie,51.510024,-0.149841,572.0,Bakery,Seedcamp,London
1133,Ladurée,51.50833,-0.139698,320.0,Bakery,Seedcamp,London
1134,Sotheby's,51.511772,-0.143651,166.0,Auction House,Seedcamp,London
1135,Spyhouse,44.978184,-93.266972,222.0,Café,Idea Shower,Minneapolis
1136,Penny S Coffee,44.981182,-93.265737,421.0,Beer Bar,Idea Shower,Minneapolis
1137,Dunn Bros Coffee Franchising,44.981567,-93.26237,378.0,Coffee Shop,Idea Shower,Minneapolis
1138,Wilde Roast Cafe,44.985743,-93.257888,1036.0,Café,Idea Shower,Minneapolis
1139,Fairgrounds Coffee and Tea,44.985715,-93.27113,1061.0,Café,Idea Shower,Minneapolis
1140,Aster Cafe,44.984604,-93.255118,1077.0,Bar,Idea Shower,Minneapolis
1141,Spyhouse Coffee Shop,44.9575,-93.277604,2465.0,Coffee Shop,Idea Shower,Minneapolis
1142,Café Alma,44.983852,-93.248088,1483.0,Café,Idea Shower,Minneapolis
1143,Bordertown Coffee,44.979082,-93.233679,2422.0,Bakery,Idea Shower,Minneapolis
1144,Spyhouse Coffee,44.989791,-93.280247,1851.0,Coffee Shop,Idea Shower,Minneapolis
1145,Pow Wow Grounds,44.962912,-93.254473,1809.0,Café,Idea Shower,Minneapolis
1146,Caribou Coffee,44.983717,-93.278735,1332.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1147,Max's Cafe,44.980275,-93.266177,353.0,Coffee Shop,Idea Shower,Minneapolis
1148,Starbucks,44.983877,-93.267179,738.0,Coffee Shop,Idea Shower,Minneapolis
1149,Starbucks,44.97724,-93.268757,364.0,Coffee Shop,Idea Shower,Minneapolis
1150,Corner Coffee,44.985916,-93.27624,1314.0,Burger Joint,Idea Shower,Minneapolis
1151,Gray Fox Coffee & Wine Bar,44.97465,-93.271453,625.0,Coffee Shop,Idea Shower,Minneapolis
1152,Caribou Coffee,44.972797,-93.276011,1033.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1153,Dunn Brothers Coffee,44.967878,-93.283814,1863.0,Coffee Shop,Idea Shower,Minneapolis
1154,Five Watt Coffee,44.99186,-93.243759,2260.0,Café,Idea Shower,Minneapolis
1155,Segue Cafe,44.968951,-93.257919,1065.0,Burger Joint,Idea Shower,Minneapolis
1156,Dunn Bros Coffee,44.970816,-93.259682,730.0,Coffee Shop,Idea Shower,Minneapolis
1157,Starbucks,44.973856,-93.275693,1005.0,Coffee Shop,Idea Shower,Minneapolis
1158,Caribou Coffee,44.978499,-93.261041,283.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1159,FRGMNT Coffee,44.987739,-93.277361,1553.0,Coffee Shop,Idea Shower,Minneapolis
1160,Starbucks,44.977069,-93.257968,503.0,Coffee Shop,Idea Shower,Minneapolis
1161,Northern Lights Tea Co.,44.976124,-93.274595,836.0,Tea Room,Idea Shower,Minneapolis
1162,Sip Coffeebar,44.999245,-93.271652,2512.0,Burger Joint,Idea Shower,Minneapolis
1163,Starbucks,44.973379,-93.236147,716.0,Coffee Shop,Idea Shower,Minneapolis
1164,Caribou Coffee,44.974386,-93.28062,1329.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1165,Caribou Coffee,44.987522,-93.255158,1349.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1166,Caribou Coffee,44.969525,-93.244563,1783.0,"Cafe, Coffee, and Tea House",Idea Shower,Minneapolis
1167,Muffin Top Cafe,44.96786,-93.278161,1505.0,Bakery,Idea Shower,Minneapolis
